Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
156091.0,2.04771581189678,-0.0794438244280749,-1.07085034758426,0.425282810140019,-0.163511102641864,-1.21866746602401,0.188284526964871,-0.33229949196003,0.553831823551077,0.0726044158113705,-0.748538826112541,0.393531183452128,-0.0270925246517849,0.295664644027927,0.0502309423063486,-0.102588276397569,-0.279422980357065,-0.859923849614681,0.141081243039144,-0.215868026023446,-0.285366254365142,-0.708687443394375,0.336066579579385,0.0441916618809708,-0.305289886644042,0.194919800427978,-0.0726748349458483,-0.0587889113418281,8.99,0
117871.0,2.07010534188527,-0.0622297383881184,-1.25823631320345,0.378562653096466,-0.144414608078883,-1.35587584570289,0.1628533640698,-0.353262058671912,0.732800955865528,0.0307030233627304,-0.802091291974895,-0.041431342754603,-0.565770684736958,0.585681153251469,0.844544582606748,-0.152116254517421,-0.480918204402989,0.0533616539765469,-0.253929863420468,-0.286789108784902,0.25237520396078,0.868956488927223,0.0091768592577437,0.0669764949441944,0.231108914461009,-0.102208196962812,-0.0202617618768108,-0.0588754963233194,1.0,0
134275.0,2.00826095410817,0.147239894760733,-1.74365115486472,1.18584897336489,0.658762128927594,-0.600166330922984,0.523581418325337,-0.236817148964845,-0.0017471947078522,0.431887598560225,0.336775299034365,0.779057363503883,-0.469919704525741,0.745416044172356,-1.1684943767803,-0.417263182750136,-0.511330532434956,-0.0108765446816113,0.216627030695861,-0.284394674344276,0.0749116423679188,0.396038064716753,-0.0637657117218979,-0.46565490929271,0.473650243839372,-0.481849042878619,-0.020788239310859,-0.0761671948903622,11.42,0
84204.0,-1.92745281973369,1.82762056700016,-7.01949468454197,5.34830323951426,-2.73918788004738,-2.10721929638307,-5.01584797563431,1.20586815982046,-4.38271250852199,-8.33770697381781,7.19030608944843,-9.42484446049178,-0.223292646427513,-12.8754942229841,-0.071918160688794,-6.2999613976222,-12.719207160428,-3.74017615583058,0.844059610296466,2.17270905626492,1.37693832294098,-0.792016725563067,-0.771414187530036,-0.379574271539528,0.718716522008066,1.11115125599517,1.27770725705846,0.819081152045361,512.25,1
25254.0,-17.2751911945397,10.8196653713117,-20.3638859739149,6.04661174671427,-13.4650333517322,-4.16664724489873,-14.4094479851747,11.5807967244857,-4.07385571204177,-9.15336803834587,6.21088301172371,-8.77857203246194,-0.0613674966661798,-9.57466229922106,0.0492885399107771,-7.41848727872681,-14.1027718764864,-5.01642333521081,1.39031436050276,1.54497046707519,1.7298040916597,-1.20809608165502,-0.726839224163999,0.112539673508366,1.11919347248491,-0.233188990129274,1.68406299250578,0.503739738280361,99.99,1
63809.0,-0.834014016895027,1.78366825107165,1.17939446058285,2.25162253068514,-0.233663421515593,-0.25858231479921,0.689494921854909,0.201409789582005,-1.58913747782608,0.381647697366847,-0.631436442478284,0.20090086098264,0.937336037366217,0.343245114557414,0.435903489440168,0.377935909182592,-0.264764232416712,-0.28369862093103,-0.114859976438196,-0.135629837786808,0.0077786498301569,-0.176080041989194,0.0808406172270023,0.382034887503498,-0.562413225565611,-0.218754467421244,-0.211058982852138,0.0855348686395334,52.79,0
85285.0,-7.03030814445441,3.42199090467553,-9.52507177254752,5.27089100906596,-4.02463027558805,-2.86568161775739,-6.98919473439446,3.79155093755913,-4.62273033596451,-8.40966487562735,6.30904400603177,-8.57676143258937,0.246746716929862,-11.5340460181508,-0.3642651387587,-5.45249465771382,-11.8875700201872,-3.56358481007011,0.876018768156628,0.545698040621445,1.10339774484256,-0.541854751589521,0.0369432219896495,-0.355519004066217,0.353634382097,1.04245799282131,1.35951563156376,-0.272188101257294,0.0,1
168586.0,-0.496713746804603,2.00892883744773,-2.41026105712043,-0.260957244792845,2.01484088602764,-1.07030781953197,1.5689915916372,-0.616791875826749,-0.18230633422681,-0.780432345667804,-0.635503661375921,-0.940904941031883,-0.360799228826033,-2.68445842350373,-0.140825866900865,0.12322064387231,2.03182542452085,0.843635897711281,0.151415904686487,-0.113324956264023,0.20919716087353,0.392837058873429,-0.19917903631754,-0.001652959672676,-0.75455285323084,0.496728864049778,-0.765836414915664,0.292676128245468,0.76,0
45541.0,-1.51924353075082,2.30849245367643,-1.50359931953802,2.06410058377601,-1.00084505842829,-1.01689703316417,-2.05973051990126,-0.275166374590629,-1.56220609694371,-2.75579692797163,3.43824825990431,-3.52152936013651,-0.918761288376486,-4.45210024854037,0.499313753853031,-2.90790343439971,-5.24864639527919,-0.936814652613817,1.16012029433585,0.175018552247898,1.30787143187069,0.102825644139183,-0.0177462832428156,0.149695925673219,-0.0966024680642115,-0.369114567720136,-0.0192440931269227,-0.20831909164279,1.0,1
53701.0,0.915188570836804,-0.516618611259033,1.10439480166723,0.899724070801047,-0.942511774249951,0.229000616334229,-0.491522885202096,0.133725505750223,0.785115570743238,-0.36311922364247,-0.365055245297963,0.98122127613392,0.892417604254824,-0.521087386270821,0.373417474429258,-0.154049506938189,0.059019797525108,-0.764931530087268,-0.441541732865956,0.157920305316024,0.0157629732047719,0.052386980320176,-0.0511010373110479,0.151780618976464,0.167794426728383,0.330901967809785,0.0170215289972374,0.0459111159969798,124.75,0
